id,date_new,time_new,calories,total_intensity,average_intensity,steps_total
1503960366,19-04-16,0,47,0,0,0
1503960366,19-04-16,1,49,1,0.016666999,22
1503960366,19-04-16,2,47,0,0,0
1503960366,19-04-16,3,50,2,0.033333,9
1503960366,19-04-16,4,47,0,0,0
1503960366,19-04-16,5,47,0,0,0
1503960366,19-04-16,6,49,1,0.016666999,7
1503960366,19-04-16,7,75,19,0.316666991,316
1503960366,19-04-16,8,130,38,0.633333027,1656
1503960366,19-04-16,9,79,16,0.266667008,367
1503960366,19-04-16,10,75,16,0.266667008,203
1503960366,19-04-16,11,72,13,0.216666996,194
1503960366,19-04-16,12,143,61,1.016667008,1887
1503960366,19-04-16,13,171,65,1.083333015,2697
1503960366,19-04-16,14,76,12,0.200000003,409
1503960366,19-04-16,15,72,12,0.200000003,299
1503960366,19-04-16,16,71,9,0.150000006,297
1503960366,19-04-16,17,90,13,0.216666996,732
1503960366,19-04-16,18,120,30,0.5,1280
1503960366,19-04-16,19,93,31,0.516667008,397
1503960366,19-04-16,20,159,69,1.149999976,2487
1503960366,19-04-16,21,94,16,0.266667008,826
1503960366,19-04-16,22,58,4,0.066666998,52
1503960366,19-04-16,23,120,48,0.800000012,1369
1503960366,20-04-16,0,54,2,0.033333,16
1503960366,20-04-16,1,53,2,0.033333,36
1503960366,20-04-16,2,47,0,0,0
1503960366,20-04-16,3,48,0,0,0
1503960366,20-04-16,4,48,0,0,0
1503960366,20-04-16,5,47,0,0,0
1503960366,20-04-16,6,48,0,0,0
1503960366,20-04-16,7,51,3,0.050000001,29
1503960366,20-04-16,8,70,14,0.233333007,264
1503960366,20-04-16,9,144,50,0.833333015,1993
1503960366,20-04-16,10,79,13,0.216666996,459
1503960366,20-04-16,11,58,1,0.016666999,65
1503960366,20-04-16,12,64,8,0.133332998,185
1503960366,20-04-16,13,61,5,0.083333001,64
1503960366,20-04-16,14,113,39,0.649999976,1270
1503960366,20-04-16,15,97,21,0.349999994,797
1503960366,20-04-16,16,70,11,0.183332995,261
1503960366,20-04-16,17,57,2,0.033333,13
1503960366,20-04-16,18,114,32,0.533333004,1308
1503960366,20-04-16,19,117,36,0.600000024,1558
1503960366,20-04-16,20,80,12,0.200000003,499
1503960366,20-04-16,21,83,22,0.366667002,395
1503960366,20-04-16,22,62,7,0.116667002,77
1503960366,20-04-16,23,120,33,0.550000012,1255
1503960366,21-04-16,0,54,2,0.033333,17
1503960366,21-04-16,1,61,8,0.133332998,129
1503960366,21-04-16,2,55,5,0.083333001,81
1503960366,21-04-16,3,48,0,0,0
1503960366,21-04-16,4,47,0,0,0
1503960366,21-04-16,5,47,0,0,0
1503960366,21-04-16,6,48,0,0,0
1503960366,21-04-16,7,52,3,0.050000001,38
1503960366,21-04-16,8,71,15,0.25,245
1503960366,21-04-16,9,133,26,0.433333009,1672
1503960366,21-04-16,10,77,16,0.266667008,255
1503960366,21-04-16,11,55,0,0,0
1503960366,21-04-16,12,73,11,0.183332995,384
1503960366,21-04-16,13,113,25,0.416667014,1140
1503960366,21-04-16,14,58,2,0.033333,12
1503960366,21-04-16,15,68,8,0.133332998,213
1503960366,21-04-16,16,60,4,0.066666998,26
1503960366,21-04-16,17,60,5,0.083333001,96
1503960366,21-04-16,18,69,9,0.150000006,213
1503960366,21-04-16,19,64,8,0.133332998,100
1503960366,21-04-16,20,213,92,1.533332944,3541
1503960366,21-04-16,21,104,21,0.349999994,970
1503960366,21-04-16,22,63,9,0.150000006,89
1503960366,21-04-16,23,84,15,0.25,598
1503960366,22-04-16,0,47,0,0,0
1503960366,22-04-16,1,47,0,0,0
1503960366,22-04-16,2,47,0,0,0
1503960366,22-04-16,3,47,0,0,0
1503960366,22-04-16,4,47,0,0,0
1503960366,22-04-16,5,47,0,0,0
1503960366,22-04-16,6,47,0,0,0
1503960366,22-04-16,7,47,0,0,0
1503960366,22-04-16,8,47,0,0,0
1503960366,22-04-16,9,65,13,0.216666996,192
1503960366,22-04-16,10,54,2,0.033333,29
1503960366,22-04-16,11,102,34,0.56666702,958
1503960366,22-04-16,12,57,2,0.033333,38
1503960366,22-04-16,13,60,4,0.066666998,118
1503960366,22-04-16,14,54,0,0,0
1503960366,22-04-16,15,66,10,0.166666999,180
1503960366,22-04-16,16,58,4,0.066666998,22
1503960366,22-04-16,17,104,18,0.300000012,1041
1503960366,22-04-16,18,87,23,0.383332998,514
1503960366,22-04-16,19,82,16,0.266667008,629
1503960366,22-04-16,20,71,13,0.216666996,329
1503960366,22-04-16,21,311,159,2.650000095,5934
1503960366,22-04-16,22,95,30,0.5,855
1503960366,22-04-16,23,136,54,0.899999976,1925
1503960366,23-04-16,0,63,9,0.150000006,182
1503960366,23-04-16,1,47,0,0,0
1503960366,23-04-16,2,49,1,0.016666999,11
1503960366,23-04-16,3,47,0,0,0
1503960366,23-04-16,4,47,0,0,0
1503960366,23-04-16,5,48,0,0,0
1503960366,23-04-16,6,50,2,0.033333,12
1503960366,23-04-16,7,48,0,0,0
1503960366,23-04-16,8,59,8,0.133332998,127
1503960366,23-04-16,9,75,17,0.283333004,285
1503960366,23-04-16,10,56,4,0.066666998,49
1503960366,23-04-16,11,84,11,0.183332995,703
1503960366,23-04-16,12,129,49,0.81666702,1597
1503960366,23-04-16,13,129,51,0.850000024,1453
1503960366,23-04-16,14,78,20,0.333332986,202
1503960366,23-04-16,15,73,15,0.25,158
1503960366,23-04-16,16,140,52,0.866666973,2008
1503960366,23-04-16,17,121,26,0.433333009,1472
1503960366,23-04-16,18,173,66,1.100000024,2569
1503960366,23-04-16,19,51,2,0.033333,29
1503960366,23-04-16,20,63,9,0.150000006,142
1503960366,23-04-16,21,162,54,0.899999976,2432
1503960366,23-04-16,22,96,25,0.416667014,709
1503960366,23-04-16,23,60,6,0.100000001,231
1503960366,24-04-16,0,66,10,0.166666999,141
1503960366,24-04-16,1,54,2,0.033333,42
1503960366,24-04-16,2,48,0,0,0
1503960366,24-04-16,3,48,0,0,0
1503960366,24-04-16,4,49,1,0.016666999,8
1503960366,24-04-16,5,48,0,0,0
1503960366,24-04-16,6,49,1,0.016666999,7
1503960366,24-04-16,7,47,0,0,0
1503960366,24-04-16,8,49,1,0.016666999,8
1503960366,24-04-16,9,59,8,0.133332998,76
1503960366,24-04-16,10,90,26,0.433333009,492
1503960366,24-04-16,11,67,12,0.200000003,149
1503960366,24-04-16,12,82,12,0.200000003,548
1503960366,24-04-16,13,74,12,0.200000003,394
1503960366,24-04-16,14,52,1,0.016666999,26
1503960366,24-04-16,15,52,2,0.033333,27
1503960366,24-04-16,16,102,29,0.483332992,885
1503960366,24-04-16,17,86,25,0.416667014,411
1503960366,24-04-16,18,115,40,0.666666985,911
1503960366,24-04-16,19,270,131,2.18333292,4871
1503960366,24-04-16,20,76,18,0.300000012,342
1503960366,24-04-16,21,74,17,0.283333004,244
1503960366,24-04-16,22,61,7,0.116667002,66
1503960366,24-04-16,23,72,10,0.166666999,391
1503960366,25-04-16,0,62,8,0.133332998,95
1503960366,25-04-16,1,53,3,0.050000001,22
1503960366,25-04-16,2,57,6,0.100000001,97
1503960366,25-04-16,3,47,0,0,0
1503960366,25-04-16,4,50,2,0.033333,25
1503960366,25-04-16,5,49,1,0.016666999,4
1503960366,25-04-16,6,47,0,0,0
1503960366,25-04-16,7,52,3,0.050000001,44
1503960366,25-04-16,8,83,22,0.366667002,426
1503960366,25-04-16,9,146,46,0.766667008,2041
1503960366,25-04-16,10,73,12,0.200000003,258
1503960366,25-04-16,11,121,24,0.400000006,1468
1503960366,25-04-16,12,92,19,0.316666991,707
1503960366,25-04-16,13,75,13,0.216666996,299
1503960366,25-04-16,14,62,5,0.083333001,94
1503960366,25-04-16,15,76,13,0.216666996,359
1503960366,25-04-16,16,71,10,0.166666999,263
1503960366,25-04-16,17,67,8,0.133332998,188
1503960366,25-04-16,18,61,6,0.100000001,116
1503960366,25-04-16,19,182,86,1.433333039,2815
1503960366,25-04-16,20,95,30,0.5,895
1503960366,25-04-16,21,267,132,2.200000048,4895
1503960366,25-04-16,22,68,11,0.183332995,188
1503960366,25-04-16,23,54,3,0.050000001,56
1503960366,26-04-16,0,56,4,0.066666998,101
1503960366,26-04-16,1,66,11,0.183332995,178
1503960366,26-04-16,2,51,0,0,0
1503960366,26-04-16,3,64,11,0.183332995,145
1503960366,26-04-16,4,48,0,0,0
1503960366,26-04-16,5,49,1,0.016666999,7
1503960366,26-04-16,6,48,0,0,0
1503960366,26-04-16,7,52,3,0.050000001,28
1503960366,26-04-16,8,67,13,0.216666996,173
1503960366,26-04-16,9,139,31,0.516667008,1826
1503960366,26-04-16,10,92,22,0.366667002,666
1503960366,26-04-16,11,78,17,0.283333004,266
1503960366,26-04-16,12,74,10,0.166666999,415
1503960366,26-04-16,13,126,42,0.699999988,1571
1503960366,26-04-16,14,142,60,1,1998
1503960366,26-04-16,15,74,9,0.150000006,323
1503960366,26-04-16,16,93,22,0.366667002,697
1503960366,26-04-16,17,60,5,0.083333001,143
1503960366,26-04-16,18,169,72,1.200000048,2513
1503960366,26-04-16,19,73,15,0.25,148
1503960366,26-04-16,20,127,26,0.433333009,1649
1503960366,26-04-16,21,79,14,0.233333007,450
1503960366,26-04-16,22,66,9,0.150000006,148
1503960366,26-04-16,23,80,21,0.349999994,310
1503960366,27-04-16,0,68,10,0.166666999,277
1503960366,27-04-16,1,59,5,0.083333001,60
1503960366,27-04-16,2,53,2,0.033333,17
1503960366,27-04-16,3,47,0,0,0
1503960366,27-04-16,4,47,0,0,0
1503960366,27-04-16,5,47,0,0,0
1503960366,27-04-16,6,47,0,0,0
1503960366,27-04-16,7,47,0,0,0
1503960366,27-04-16,8,47,0,0,0
1503960366,27-04-16,9,149,33,0.550000012,1916
1503960366,27-04-16,10,93,27,0.449999988,502
1503960366,27-04-16,11,100,23,0.383332998,797
1503960366,27-04-16,12,89,12,0.200000003,701
1503960366,27-04-16,13,76,13,0.216666996,319
1503960366,27-04-16,14,150,35,0.583333015,1932
1503960366,27-04-16,15,63,6,0.100000001,59
1503960366,27-04-16,16,64,7,0.116667002,98
1503960366,27-04-16,17,73,13,0.216666996,261
1503960366,27-04-16,18,178,73,1.216667056,2714
1503960366,27-04-16,19,318,150,2.5,5786
1503960366,27-04-16,20,174,70,1.166666985,2420
1503960366,27-04-16,21,76,20,0.333332986,266
1503960366,27-04-16,22,47,0,0,0
1503960366,27-04-16,23,47,0,0,0
1503960366,28-04-16,0,47,0,0,0
1503960366,28-04-16,1,62,10,0.166666999,127
1503960366,28-04-16,2,48,0,0,0
1503960366,28-04-16,3,47,0,0,0
1503960366,28-04-16,4,48,0,0,0
1503960366,28-04-16,5,47,0,0,0
1503960366,28-04-16,6,48,0,0,0
1503960366,28-04-16,7,49,1,0.016666999,14
1503960366,28-04-16,8,63,11,0.183332995,128
1503960366,28-04-16,9,116,38,0.633333027,1192
1503960366,28-04-16,10,105,19,0.316666991,987
1503960366,28-04-16,11,73,10,0.166666999,288
1503960366,28-04-16,12,78,16,0.266667008,317
1503960366,28-04-16,13,108,33,0.550000012,1144
1503960366,28-04-16,14,124,47,0.783333004,1512
1503960366,28-04-16,15,61,5,0.083333001,115
1503960366,28-04-16,16,81,10,0.166666999,554
1503960366,28-04-16,17,72,11,0.183332995,235
1503960366,28-04-16,18,138,56,0.93333298,1829
1503960366,28-04-16,19,56,1,0.016666999,13
1503960366,28-04-16,20,151,50,0.833333015,2122
1503960366,28-04-16,21,103,21,0.349999994,986
1503960366,28-04-16,22,55,2,0.033333,16
1503960366,28-04-16,23,121,48,0.800000012,1512
1503960366,29-04-16,0,65,9,0.150000006,202
1503960366,29-04-16,1,49,0,0,0
1503960366,29-04-16,2,54,4,0.066666998,71
1503960366,29-04-16,3,47,0,0,0
1503960366,29-04-16,4,47,0,0,0
1503960366,29-04-16,5,48,0,0,0
1503960366,29-04-16,6,47,0,0,0
1503960366,29-04-16,7,52,3,0.050000001,27
1503960366,29-04-16,8,67,13,0.216666996,201
1503960366,29-04-16,9,142,33,0.550000012,1820
1503960366,29-04-16,10,60,4,0.066666998,44
1503960366,29-04-16,11,60,4,0.066666998,104
1503960366,29-04-16,12,65,6,0.100000001,214
1503960366,29-04-16,13,62,6,0.100000001,41
1503960366,29-04-16,14,136,56,0.93333298,1711
1503960366,29-04-16,15,110,23,0.383332998,1076
1503960366,29-04-16,16,73,10,0.166666999,285
1503960366,29-04-16,17,75,9,0.150000006,380
1503960366,29-04-16,18,60,5,0.083333001,118
1503960366,29-04-16,19,71,11,0.183332995,267
1503960366,29-04-16,20,80,16,0.266667008,386
1503960366,29-04-16,21,118,20,0.333332986,1366
1503960366,29-04-16,22,111,27,0.449999988,1111
1503960366,29-04-16,23,140,56,0.93333298,1757
1503960366,30-04-16,0,51,1,0.016666999,19
1503960366,30-04-16,1,57,7,0.116667002,65
1503960366,30-04-16,2,47,0,0,0
1503960366,30-04-16,3,49,1,0.016666999,6
1503960366,30-04-16,4,47,0,0,0
1503960366,30-04-16,5,48,0,0,0
1503960366,30-04-16,6,48,0,0,0
1503960366,30-04-16,7,48,0,0,0
1503960366,30-04-16,8,52,3,0.050000001,60
1503960366,30-04-16,9,64,11,0.183332995,148
1503960366,30-04-16,10,72,17,0.283333004,239
1503960366,30-04-16,11,62,7,0.116667002,127
1503960366,30-04-16,12,58,4,0.066666998,92
1503960366,30-04-16,13,65,11,0.183332995,141
1503960366,30-04-16,14,85,22,0.366667002,520
1503960366,30-04-16,15,94,26,0.433333009,993
1503960366,30-04-16,16,203,99,1.649999976,3388
1503960366,30-04-16,17,160,55,0.916666985,2176
1503960366,30-04-16,18,159,71,1.183333039,2319
1503960366,30-04-16,19,60,4,0.066666998,92
1503960366,30-04-16,20,62,5,0.083333001,117
1503960366,30-04-16,21,96,22,0.366667002,840
1503960366,30-04-16,22,144,47,0.783333004,2139
1503960366,30-04-16,23,116,28,0.466666996,1192
1503960366,01-05-16,0,64,9,0.150000006,247
1503960366,01-05-16,1,60,8,0.133332998,59
1503960366,01-05-16,2,50,2,0.033333,36
1503960366,01-05-16,3,48,1,0.016666999,4
1503960366,01-05-16,4,47,0,0,0
1503960366,01-05-16,5,48,0,0,0
1503960366,01-05-16,6,47,0,0,0
1503960366,01-05-16,7,52,3,0.050000001,41
1503960366,01-05-16,8,56,6,0.100000001,94
1503960366,01-05-16,9,67,12,0.200000003,198
1503960366,01-05-16,10,61,6,0.100000001,146
1503960366,01-05-16,11,65,10,0.166666999,103
1503960366,01-05-16,12,66,10,0.166666999,130
1503960366,01-05-16,13,57,5,0.083333001,85
1503960366,01-05-16,14,91,25,0.416667014,540
1503960366,01-05-16,15,81,21,0.349999994,294
1503960366,01-05-16,16,97,23,0.383332998,823
1503960366,01-05-16,17,108,33,0.550000012,1053
1503960366,01-05-16,18,159,70,1.166666985,2007
1503960366,01-05-16,19,71,14,0.233333007,177
1503960366,01-05-16,20,59,6,0.100000001,93
1503960366,01-05-16,21,86,25,0.416667014,363
1503960366,01-05-16,22,127,50,0.833333015,1552
1503960366,01-05-16,23,161,76,1.266667008,2557
1503960366,02-05-16,0,50,0,0,0
1503960366,02-05-16,1,59,7,0.116667002,119
1503960366,02-05-16,2,47,0,0,0
1503960366,02-05-16,3,49,1,0.016666999,21
1503960366,02-05-16,4,47,0,0,0
1503960366,02-05-16,5,47,0,0,0
1503960366,02-05-16,6,47,0,0,0
1503960366,02-05-16,7,51,3,0.050000001,28
1503960366,02-05-16,8,68,12,0.200000003,245
1503960366,02-05-16,9,142,30,0.5,1690
1503960366,02-05-16,10,82,19,0.316666991,369
1503960366,02-05-16,11,78,16,0.266667008,384
1503960366,02-05-16,12,153,64,1.066666961,2116
1503960366,02-05-16,13,107,21,0.349999994,1064
1503960366,02-05-16,14,75,13,0.216666996,355
1503960366,02-05-16,15,76,11,0.183332995,418
1503960366,02-05-16,16,88,24,0.400000006,420
1503960366,02-05-16,17,73,12,0.200000003,340
1503960366,02-05-16,18,68,9,0.150000006,227
1503960366,02-05-16,19,73,13,0.216666996,235
1503960366,02-05-16,20,231,105,1.75,3903
1503960366,02-05-16,21,119,25,0.416667014,1427
1503960366,02-05-16,22,106,28,0.466666996,945
1503960366,02-05-16,23,80,17,0.283333004,404
1503960366,03-05-16,0,54,3,0.050000001,55
1503960366,03-05-16,1,58,6,0.100000001,79
1503960366,03-05-16,2,49,1,0.016666999,20
1503960366,03-05-16,3,57,5,0.083333001,110
1503960366,03-05-16,4,47,0,0,0
1503960366,03-05-16,5,47,0,0,0
1503960366,03-05-16,6,50,2,0.033333,16
1503960366,03-05-16,7,51,3,0.050000001,23
1503960366,03-05-16,8,64,11,0.183332995,158
1503960366,03-05-16,9,114,24,0.400000006,1391
1503960366,03-05-16,10,99,25,0.416667014,955
1503960366,03-05-16,11,74,12,0.200000003,297
1503960366,03-05-16,12,81,17,0.283333004,396
1503960366,03-05-16,13,83,23,0.383332998,309
1503960366,03-05-16,14,88,26,0.433333009,384
1503960366,03-05-16,15,136,46,0.766667008,1719
1503960366,03-05-16,16,103,33,0.550000012,870
1503960366,03-05-16,17,89,18,0.300000012,690
1503960366,03-05-16,18,191,86,1.433333039,3119
1503960366,03-05-16,19,58,5,0.083333001,140
1503960366,03-05-16,20,50,1,0.016666999,6
1503960366,03-05-16,21,109,37,0.616666973,1333
1503960366,03-05-16,22,163,58,0.966666996,2549
1503960366,03-05-16,23,77,10,0.166666999,484
1503960366,04-05-16,0,79,17,0.283333004,400
1503960366,04-05-16,1,53,2,0.033333,18
1503960366,04-05-16,2,47,0,0,0
1503960366,04-05-16,3,47,0,0,0
1503960366,04-05-16,4,47,0,0,0
1503960366,04-05-16,5,47,0,0,0
1503960366,04-05-16,6,47,0,0,0
1503960366,04-05-16,7,47,0,0,0
1503960366,04-05-16,8,53,4,0.066666998,68
1503960366,04-05-16,9,125,22,0.366667002,1470
1503960366,04-05-16,10,87,26,0.433333009,598
1503960366,04-05-16,11,65,7,0.116667002,194
1503960366,04-05-16,12,75,12,0.200000003,366
1503960366,04-05-16,13,76,16,0.266667008,318
1503960366,04-05-16,14,152,67,1.116667032,2284
1503960366,04-05-16,15,65,7,0.116667002,138
1503960366,04-05-16,16,64,6,0.100000001,144
1503960366,04-05-16,17,71,11,0.183332995,341
1503960366,04-05-16,18,145,62,1.033332944,2041
1503960366,04-05-16,19,78,19,0.316666991,205
1503960366,04-05-16,20,124,30,0.5,1316
1503960366,04-05-16,21,110,39,0.649999976,1106
1503960366,04-05-16,22,63,8,0.133332998,93
1503960366,04-05-16,23,52,0,0,0
1503960366,05-05-16,0,56,6,0.100000001,70
1503960366,05-05-16,1,58,6,0.100000001,113
1503960366,05-05-16,2,52,2,0.033333,19
1503960366,05-05-16,3,47,0,0,0
1503960366,05-05-16,4,53,4,0.066666998,44
1503960366,05-05-16,5,47,0,0,0
1503960366,05-05-16,6,49,1,0.016666999,8
1503960366,05-05-16,7,51,3,0.050000001,23
1503960366,05-05-16,8,61,10,0.166666999,107
1503960366,05-05-16,9,131,26,0.433333009,1615
1503960366,05-05-16,10,78,15,0.25,360
1503960366,05-05-16,11,59,4,0.066666998,28
1503960366,05-05-16,12,75,13,0.216666996,318
1503960366,05-05-16,13,110,21,0.349999994,1231
1503960366,05-05-16,14,75,12,0.200000003,375
1503960366,05-05-16,15,72,14,0.233333007,187
1503960366,05-05-16,16,102,21,0.349999994,989
1503960366,05-05-16,17,154,70,1.166666985,2217
1503960366,05-05-16,18,95,30,0.5,715
1503960366,05-05-16,19,82,20,0.333332986,348
1503960366,05-05-16,20,79,19,0.316666991,283
1503960366,05-05-16,21,219,113,1.883332968,3897
1503960366,05-05-16,22,95,17,0.283333004,900
1503960366,05-05-16,23,60,6,0.100000001,200
